fars,distance_fars,finger_tops,distance_fingers_top,img,gesture
"[(0.45098039215686275, 0.39644970414201186), (0, 0), (0, 0), (0, 0)]","[0.26000095363087894, 0, 0, 0]","[(0.6078431372549019, 0.15384615384615385), (0.8823529411764706, 0.5680473372781065), (0, 0), (0, 0), (0, 0)]","[0.4446828647717186, 0.5662438661349193, 0, 0, 0]",img_2174.png,1
"[(0.3696969696969697, 0.42857142857142855), (0, 0), (0, 0), (0, 0)]","[0.21386722159540786, 0, 0, 0]","[(0.44242424242424244, 0.15584415584415584), (0.8909090909090909, 0.42857142857142855), (0, 0), (0, 0), (0, 0)]","[0.3985111964685101, 0.5436882074900489, 0, 0, 0]",img_1022.png,1
"[(0.3443708609271523, 0.45714285714285713), (0, 0), (0, 0), (0, 0)]","[0.2303067559982701, 0, 0, 0]","[(0.3443708609271523, 0.16428571428571428), (0.8211920529801324, 0.35714285714285715), (0, 0), (0, 0), (0, 0)]","[0.41933865707584894, 0.5255887030972709, 0, 0, 0]",img_562.png,1
"[(0.4032258064516129, 0.42038216560509556), (0, 0), (0, 0), (0, 0)]","[0.22926272611633625, 0, 0, 0]","[(0.5, 0.15286624203821655), (0.8709677419354839, 0.5095541401273885), (0, 0), (0, 0), (0, 0)]","[0.40241485591734283, 0.5478997255041547, 0, 0, 0]",img_1079.png,1
"[(0.3894736842105263, 0.42105263157894735), (0, 0), (0, 0), (0, 0)]","[0.25763319695664616, 0, 0, 0]","[(0.4631578947368421, 0.14035087719298245), (0.8736842105263158, 0.3742690058479532), (0, 0), (0, 0), (0, 0)]","[0.44213364812851064, 0.5768817733838509, 0, 0, 0]",img_2758.png,1
"[(0.40414507772020725, 0.4260355029585799), (0, 0), (0, 0), (0, 0)]","[0.24356167893383623, 0, 0, 0]","[(0.48704663212435234, 0.14201183431952663), (0.8756476683937824, 0.42011834319526625), (0, 0), (0, 0), (0, 0)]","[0.4241601908446157, 0.5649166586149427, 0, 0, 0]",img_1527.png,1
"[(0.3712574850299401, 0.44871794871794873), (0, 0), (0, 0), (0, 0)]","[0.23807107402056216, 0, 0, 0]","[(0.3712574850299401, 0.15384615384615385), (0.8383233532934131, 0.32051282051282054), (0, 0), (0, 0), (0, 0)]","[0.4179779907673569, 0.5568838967732859, 0, 0, 0]",img_1681.png,1
"[(0.36231884057971014, 0.4409448818897638), (0, 0), (0, 0), (0, 0)]","[0.1967090570656661, 0, 0, 0]","[(0.38405797101449274, 0.1889763779527559), (0.8115942028985508, 0.4015748031496063), (0, 0), (0, 0), (0, 0)]","[0.35760618332990873, 0.477510007831959, 0, 0, 0]",img_195.png,1
"[(0.4098360655737705, 0.41975308641975306), (0, 0), (0, 0), (0, 0)]","[0.24364763606279355, 0, 0, 0]","[(0.5027322404371585, 0.14814814814814814), (0.8579234972677595, 0.48148148148148145), (0, 0), (0, 0), (0, 0)]","[0.4238902243951095, 0.5330080370020205, 0, 0, 0]",img_2444.png,1
"[(0.35555555555555557, 0.4294478527607362), (0, 0), (0, 0), (0, 0)]","[0.20692778533841863, 0, 0, 0]","[(0.43333333333333335, 0.15337423312883436), (0.8611111111111112, 0.4662576687116564), (0, 0), (0, 0), (0, 0)]","[0.3912766159051021, 0.5303455742468784, 0, 0, 0]",img_249.png,1
"[(0.42857142857142855, 0.4161490683229814), (0, 0), (0, 0), (0, 0)]","[0.240385682337096, 0, 0, 0]","[(0.5291005291005291, 0.14906832298136646), (0.8677248677248677, 0.5217391304347826), (0, 0), (0, 0), (0, 0)]","[0.410276480163718, 0.5426550898825026, 0, 0, 0]",img_1843.png,1
"[(0.42857142857142855, 0.41139240506329117), (0, 0), (0, 0), (0, 0)]","[0.2422737041995274, 0, 0, 0]","[(0.5555555555555556, 0.17721518987341772), (0.8624338624338624, 0.5506329113924051), (0, 0), (0, 0), (0, 0)]","[0.41096048800241647, 0.5411317743993258, 0, 0, 0]",img_1749.png,1
"[(0.36024844720496896, 0.45751633986928103), (0, 0), (0, 0), (0, 0)]","[0.23968693683857745, 0, 0, 0]","[(0.3416149068322981, 0.16339869281045752), (0.8322981366459627, 0.2679738562091503), (0, 0), (0, 0), (0, 0)]","[0.4258997939684067, 0.5691045526889976, 0, 0, 0]",img_1704.png,1
"[(0.36809815950920244, 0.43448275862068964), (0, 0), (0, 0), (0, 0)]","[0.20442842771141628, 0, 0, 0]","[(0.43558282208588955, 0.16551724137931034), (0.8466257668711656, 0.4896551724137931), (0, 0), (0, 0), (0, 0)]","[0.37979056162309666, 0.5081385792606931, 0, 0, 0]",img_392.png,1
"[(0.4692737430167598, 0.3783783783783784), (0, 0), (0, 0), (0, 0)]","[0.24248841265423984, 0, 0, 0]","[(0.6368715083798883, 0.1554054054054054), (0.8715083798882681, 0.6486486486486487), (0, 0), (0, 0), (0, 0)]","[0.41869820188501894, 0.552247491335159, 0, 0, 0]",img_1773.png,1
"[(0.39473684210526316, 0.42073170731707316), (0, 0), (0, 0), (0, 0)]","[0.2425471748101418, 0, 0, 0]","[(0.47368421052631576, 0.1402439024390244), (0.8631578947368421, 0.4634146341463415), (0, 0), (0, 0), (0, 0)]","[0.4210664689051706, 0.5508033604318109, 0, 0, 0]",img_2152.png,1
"[(0.43414634146341463, 0.39106145251396646), (0, 0), (0, 0), (0, 0)]","[0.25987374096929405, 0, 0, 0]","[(0.5804878048780487, 0.1452513966480447), (0.8926829268292683, 0.5363128491620112), (0, 0), (0, 0), (0, 0)]","[0.4471652885574714, 0.5642142313068416, 0, 0, 0]",img_2812.png,1
"[(0.4228855721393035, 0.3696969696969697), (0, 0), (0, 0), (0, 0)]","[0.30736866722176553, 0, 0, 0]","[(0.47761194029850745, 0.06060606060606061), (0.8756218905472637, 0.3212121212121212), (0, 0), (0, 0), (0, 0)]","[0.4899999607686196, 0.6161309170565515, 0, 0, 0]",img_2713.png,1
"[(0.3237410071942446, 0.45390070921985815), (0, 0), (0, 0), (0, 0)]","[0.24079396924701701, 0, 0, 0]","[(0.2589928057553957, 0.1702127659574468), (0.7985611510791367, 0.20567375886524822), (0, 0), (0, 0), (0, 0)]","[0.4394341733810248, 0.5578607458905136, 0, 0, 0]",img_555.png,1
"[(0.3237410071942446, 0.45390070921985815), (0, 0), (0, 0), (0, 0)]","[0.24079396924701701, 0, 0, 0]","[(0.2589928057553957, 0.1702127659574468), (0.7985611510791367, 0.20567375886524822), (0, 0), (0, 0), (0, 0)]","[0.4394341733810248, 0.5578607458905136, 0, 0, 0]",img_2820.png,1
"[(0.3333333333333333, 0.4527027027027027), (0, 0), (0, 0), (0, 0)]","[0.2182710681527444, 0, 0, 0]","[(0.36477987421383645, 0.16216216216216217), (0.8301886792452831, 0.38513513513513514), (0, 0), (0, 0), (0, 0)]","[0.410573404268306, 0.5229702990279274, 0, 0, 0]",img_171.png,1
"[(0.4484848484848485, 0.3625), (0, 0), (0, 0), (0, 0)]","[0.2865332054126887, 0, 0, 0]","[(0.5151515151515151, 0.04375), (0.9818181818181818, 0.30625), (0, 0), (0, 0), (0, 0)]","[0.4965570052285561, 0.6273163418178935, 0, 0, 0]",img_2687.png,1
"[(0.518324607329843, 0.36904761904761907), (0, 0), (0, 0), (0, 0)]","[0.2803345060516247, 0, 0, 0]","[(0.7172774869109948, 0.17261904761904762), (0.8900523560209425, 0.8095238095238095), (0, 0), (0, 0), (0, 0)]","[0.46598210762555464, 0.5927725845473616, 0, 0, 0]",img_2866.png,1
"[(0.518324607329843, 0.36904761904761907), (0, 0), (0, 0), (0, 0)]","[0.2803345060516247, 0, 0, 0]","[(0.7172774869109948, 0.17261904761904762), (0.8900523560209425, 0.8095238095238095), (0, 0), (0, 0), (0, 0)]","[0.46598210762555464, 0.5927725845473616, 0, 0, 0]",img_1116.png,1
"[(0.5142857142857142, 0.3618421052631579), (0, 0), (0, 0), (0, 0)]","[0.26485531337826324, 0, 0, 0]","[(0.7085714285714285, 0.16447368421052633), (0.8685714285714285, 0.7960526315789473), (0, 0), (0, 0), (0, 0)]","[0.4459466280777299, 0.573847322953143, 0, 0, 0]",img_1143.png,1
"[(0.41420118343195267, 0.4246575342465753), (0, 0), (0, 0), (0, 0)]","[0.22936743267334414, 0, 0, 0]","[(0.5266272189349113, 0.18493150684931506), (0.8520710059171598, 0.6027397260273972), (0, 0), (0, 0), (0, 0)]","[0.3997412800848438, 0.511158249056712, 0, 0, 0]",img_451.png,1
"[(0.47959183673469385, 0.3987341772151899), (0, 0), (0, 0), (0, 0)]","[0.2602278293984646, 0, 0, 0]","[(0.6479591836734694, 0.16455696202531644), (0.8877551020408163, 0.6962025316455697), (0, 0), (0, 0), (0, 0)]","[0.4353067347257221, 0.5868147326467242, 0, 0, 0]",img_1369.png,1
"[(0.43157894736842106, 0.43558282208588955), (0, 0), (0, 0), (0, 0)]","[0.2503886461921152, 0, 0, 0]","[(0.5105263157894737, 0.147239263803681), (0.8736842105263158, 0.5276073619631901), (0, 0), (0, 0), (0, 0)]","[0.422994313192226, 0.5491089946991281, 0, 0, 0]",img_1309.png,1
"[(0.41450777202072536, 0.4228571428571429), (0, 0), (0, 0), (0, 0)]","[0.25064374789297966, 0, 0, 0]","[(0.48704663212435234, 0.13142857142857142), (0.8704663212435233, 0.42857142857142855), (0, 0), (0, 0), (0, 0)]","[0.4333294422447007, 0.5525804904771453, 0, 0, 0]",img_2647.png,1
"[(0.45294117647058824, 0.48905109489051096), (0, 0), (0, 0), (0, 0)]","[0.27682596046903424, 0, 0, 0]","[(0.4470588235294118, 0.21897810218978103), (0.8352941176470589, 0.4233576642335766), (0, 0), (0, 0), (0, 0)]","[0.402977235344425, 0.5563167683292373, 0, 0, 0]",img_796.png,1
"[(0.36470588235294116, 0.4394904458598726), (0, 0), (0, 0), (0, 0)]","[0.2316285723992998, 0, 0, 0]","[(0.4, 0.15286624203821655), (0.8647058823529412, 0.35668789808917195), (0, 0), (0, 0), (0, 0)]","[0.41422357326602566, 0.5605338624778454, 0, 0, 0]",img_1551.png,1
"[(0.35795454545454547, 0.44375), (0, 0), (0, 0), (0, 0)]","[0.24836854549064838, 0, 0, 0]","[(0.39204545454545453, 0.15), (0.8636363636363636, 0.34375), (0, 0), (0, 0), (0, 0)]","[0.43563760028064674, 0.5811695621372055, 0, 0, 0]",img_1951.png,1
"[(0.4864864864864865, 0.5735294117647058), (0, 0), (0, 0), (0, 0)]","[0.28836560150353974, 0, 0, 0]","[(0.572972972972973, 0.22058823529411764), (0.9783783783783784, 0.5661764705882353), (0, 0), (0, 0), (0, 0)]","[0.46809798374663325, 0.6696537217503647, 0, 0, 0]",img_2736.png,1
"[(0.3489736070381232, 0.3931034482758621), (0, 0), (0, 0), (0, 0)]","[0.29244158465712083, 0, 0, 0]","[(0.45161290322580644, 0.05517241379310345), (0.9442815249266863, 0.4), (0, 0), (0, 0), (0, 0)]","[0.5143500955384506, 0.6852776092283644, 0, 0, 0]",img_2343.png,1
"[(0.42408376963350786, 0.41358024691358025), (0, 0), (0, 0), (0, 0)]","[0.24473735525455614, 0, 0, 0]","[(0.518324607329843, 0.14814814814814814), (0.8795811518324608, 0.5123456790123457), (0, 0), (0, 0), (0, 0)]","[0.4128274030717714, 0.5556765290546363, 0, 0, 0]",img_2081.png,1
"[(0.39285714285714285, 0.4315068493150685), (0, 0), (0, 0), (0, 0)]","[0.2134458810236422, 0, 0, 0]","[(0.47619047619047616, 0.1643835616438356), (0.8511904761904762, 0.5342465753424658), (0, 0), (0, 0), (0, 0)]","[0.3864896415635619, 0.5127561344847628, 0, 0, 0]",img_393.png,1
"[(0.3878787878787879, 0.34615384615384615), (0, 0), (0, 0), (0, 0)]","[0.2957680739043288, 0, 0, 0]","[(0.42424242424242425, 0.046153846153846156), (0.8363636363636363, 0.3384615384615385), (0, 0), (0, 0), (0, 0)]","[0.47321455105633087, 0.5727128425310541, 0, 0, 0]",img_612.png,1
"[(0.3804347826086957, 0.42592592592592593), (0, 0), (0, 0), (0, 0)]","[0.2365869347699212, 0, 0, 0]","[(0.45108695652173914, 0.14814814814814814), (0.8695652173913043, 0.43209876543209874), (0, 0), (0, 0), (0, 0)]","[0.41554646978696935, 0.5560288241130961, 0, 0, 0]",img_2087.png,1
"[(0.3770491803278688, 0.42073170731707316), (0, 0), (0, 0), (0, 0)]","[0.23623835786955974, 0, 0, 0]","[(0.4371584699453552, 0.13414634146341464), (0.8633879781420765, 0.42073170731707316), (0, 0), (0, 0), (0, 0)]","[0.41897527753187264, 0.5494959940515295, 0, 0, 0]",img_2263.png,1
"[(0.38421052631578945, 0.44785276073619634), (0, 0), (0, 0), (0, 0)]","[0.24862994036328243, 0, 0, 0]","[(0.4473684210526316, 0.15950920245398773), (0.8578947368421053, 0.4110429447852761), (0, 0), (0, 0), (0, 0)]","[0.4281685186115249, 0.5690031113113494, 0, 0, 0]",img_1532.png,1
"[(0.3693181818181818, 0.3950617283950617), (0, 0), (0, 0), (0, 0)]","[0.28319468751743665, 0, 0, 0]","[(0.3977272727272727, 0.1111111111111111), (0.8352272727272727, 0.32098765432098764), (0, 0), (0, 0), (0, 0)]","[0.4658187066434005, 0.569972742285646, 0, 0, 0]",img_1728.png,1
"[(0.38461538461538464, 0.44274809160305345), (0, 0), (0, 0), (0, 0)]","[0.19743098781131618, 0, 0, 0]","[(0.42657342657342656, 0.183206106870229), (0.8181818181818182, 0.5190839694656488), (0, 0), (0, 0), (0, 0)]","[0.3620527019651502, 0.4591820757345435, 0, 0, 0]",img_873.png,1
"[(0.14583333333333334, 0.3592814371257485), (0, 0), (0, 0), (0, 0)]","[0.11972547862239878, 0, 0, 0]","[(0.013888888888888888, 0.40119760479041916), (0.1875, 0.562874251497006), (0, 0), (0, 0), (0, 0)]","[0.19563356964811734, 0.26400124639419104, 0, 0, 0]",img_1213.png,1
"[(0.51010101010101, 0.39520958083832336), (0, 0), (0, 0), (0, 0)]","[0.2779942253934304, 0, 0, 0]","[(0.6717171717171717, 0.1497005988023952), (0.9292929292929293, 0.7305389221556886), (0, 0), (0, 0), (0, 0)]","[0.44720359702184265, 0.6183324088873272, 0, 0, 0]",img_2985.png,1
"[(0.3741496598639456, 0.45112781954887216), (0, 0), (0, 0), (0, 0)]","[0.21288582042504062, 0, 0, 0]","[(0.3877551020408163, 0.18045112781954886), (0.8231292517006803, 0.46616541353383456), (0, 0), (0, 0), (0, 0)]","[0.3784690762418138, 0.48660096355767085, 0, 0, 0]",img_750.png,1
"[(0.39037433155080214, 0.4303030303030303), (0, 0), (0, 0), (0, 0)]","[0.24102369279953076, 0, 0, 0]","[(0.45454545454545453, 0.14545454545454545), (0.8663101604278075, 0.43636363636363634), (0, 0), (0, 0), (0, 0)]","[0.4195207797763008, 0.5542417998766319, 0, 0, 0]",img_2137.png,1
"[(0.33587786259541985, 0.4426229508196721), (0, 0), (0, 0), (0, 0)]","[0.2072940478671954, 0, 0, 0]","[(0.26717557251908397, 0.1557377049180328), (0.8015267175572519, 0.26229508196721313), (0, 0), (0, 0), (0, 0)]","[0.39662328823005616, 0.5078260981082011, 0, 0, 0]",img_901.png,1
"[(0.39204545454545453, 0.44025157232704404), (0, 0), (0, 0), (0, 0)]","[0.23553670748469063, 0, 0, 0]","[(0.42613636363636365, 0.14465408805031446), (0.8579545454545454, 0.37735849056603776), (0, 0), (0, 0), (0, 0)]","[0.41296340927083436, 0.55198819895916, 0, 0, 0]",img_1539.png,1
"[(0.2828282828282828, 0.3185840707964602), (0, 0), (0, 0), (0, 0)]","[0.3409699734843229, 0, 0, 0]","[(0.1111111111111111, 0.46017699115044247), (0.46464646464646464, 0.7079646017699115), (0, 0), (0, 0), (0, 0)]","[0.394074407823188, 0.16680691189915584, 0, 0, 0]",img_2490.png,1
"[(0.42328042328042326, 0.4251497005988024), (0, 0), (0, 0), (0, 0)]","[0.2538804331332682, 0, 0, 0]","[(0.5079365079365079, 0.1437125748502994), (0.873015873015873, 0.46706586826347307), (0, 0), (0, 0), (0, 0)]","[0.43297866402698637, 0.5510276803214404, 0, 0, 0]",img_2598.png,1
"[(0.3380281690140845, 0.4626865671641791), (0, 0), (0, 0), (0, 0)]","[0.19246018653163083, 0, 0, 0]","[(0.34507042253521125, 0.19402985074626866), (0.8309859154929577, 0.35074626865671643), (0, 0), (0, 0), (0, 0)]","[0.3689481944655244, 0.5069558139244221, 0, 0, 0]",img_022.png,1
"[(0.3380281690140845, 0.4626865671641791), (0, 0), (0, 0), (0, 0)]","[0.19246018653163083, 0, 0, 0]","[(0.34507042253521125, 0.19402985074626866), (0.8309859154929577, 0.35074626865671643), (0, 0), (0, 0), (0, 0)]","[0.3689481944655244, 0.5069558139244221, 0, 0, 0]",img_627.png,1
"[(0.3373493975903614, 0.45161290322580644), (0, 0), (0, 0), (0, 0)]","[0.2510133395508712, 0, 0, 0]","[(0.3313253012048193, 0.15483870967741936), (0.8433734939759037, 0.25161290322580643), (0, 0), (0, 0), (0, 0)]","[0.44470959006038235, 0.5920608499942938, 0, 0, 0]",img_2036.png,1
"[(0.4556213017751479, 0.3873239436619718), (0, 0), (0, 0), (0, 0)]","[0.23139880704421953, 0, 0, 0]","[(0.621301775147929, 0.18309859154929578), (0.8520710059171598, 0.704225352112676), (0, 0), (0, 0), (0, 0)]","[0.40585757282600443, 0.5287234498329761, 0, 0, 0]",img_404.png,1
"[(0.40437158469945356, 0.4267515923566879), (0, 0), (0, 0), (0, 0)]","[0.23317511742202285, 0, 0, 0]","[(0.4808743169398907, 0.1464968152866242), (0.8579234972677595, 0.46496815286624205), (0, 0), (0, 0), (0, 0)]","[0.4064607749261237, 0.5402700305782626, 0, 0, 0]",img_1653.png,1
"[(0.48514851485148514, 0.3793103448275862), (0, 0), (0, 0), (0, 0)]","[0.28188608274726046, 0, 0, 0]","[(0.6336633663366337, 0.14367816091954022), (0.8861386138613861, 0.6896551724137931), (0, 0), (0, 0), (0, 0)]","[0.4583527306139092, 0.5649313582239734, 0, 0, 0]",img_2894.png,1
"[(0.4433497536945813, 0.4235294117647059), (0, 0), (0, 0), (0, 0)]","[0.2682258638474565, 0, 0, 0]","[(0.5320197044334976, 0.13529411764705881), (0.8817733990147784, 0.4823529411764706), (0, 0), (0, 0), (0, 0)]","[0.4412931222384778, 0.5725789367460952, 0, 0, 0]",img_2674.png,1
"[(0.4416243654822335, 0.3942857142857143), (0, 0), (0, 0), (0, 0)]","[0.25584730770494135, 0, 0, 0]","[(0.5685279187817259, 0.13142857142857142), (0.883248730964467, 0.5428571428571428), (0, 0), (0, 0), (0, 0)]","[0.4400912740802299, 0.5477988066464707, 0, 0, 0]",img_2604.png,1
"[(0.39037433155080214, 0.42196531791907516), (0, 0), (0, 0), (0, 0)]","[0.2559050218276621, 0, 0, 0]","[(0.45989304812834225, 0.13872832369942195), (0.8770053475935828, 0.37572254335260113), (0, 0), (0, 0), (0, 0)]","[0.44306664581803595, 0.5716148224047064, 0, 0, 0]",img_2760.png,1
"[(0.31386861313868614, 0.45112781954887216), (0, 0), (0, 0), (0, 0)]","[0.23008178297792872, 0, 0, 0]","[(0.21897810218978103, 0.18796992481203006), (0.7956204379562044, 0.22556390977443608), (0, 0), (0, 0), (0, 0)]","[0.40904255947136375, 0.5481380468902207, 0, 0, 0]",img_663.png,1
"[(0.31386861313868614, 0.45112781954887216), (0, 0), (0, 0), (0, 0)]","[0.23008178297792872, 0, 0, 0]","[(0.21897810218978103, 0.18796992481203006), (0.7956204379562044, 0.22556390977443608), (0, 0), (0, 0), (0, 0)]","[0.40904255947136375, 0.5481380468902207, 0, 0, 0]",img_1995.png,1
"[(0.375, 0.4382716049382716), (0, 0), (0, 0), (0, 0)]","[0.24091315271554953, 0, 0, 0]","[(0.4090909090909091, 0.14814814814814814), (0.8693181818181818, 0.3888888888888889), (0, 0), (0, 0), (0, 0)]","[0.4227868130269512, 0.5599033720998474, 0, 0, 0]",img_1298.png,1
"[(0.3877551020408163, 0.41379310344827586), (0, 0), (0, 0), (0, 0)]","[0.25092271343462236, 0, 0, 0]","[(0.47959183673469385, 0.13793103448275862), (0.8877551020408163, 0.46551724137931033), (0, 0), (0, 0), (0, 0)]","[0.4370492578707716, 0.568234620606988, 0, 0, 0]",img_2884.png,1
"[(0.3877551020408163, 0.41379310344827586), (0, 0), (0, 0), (0, 0)]","[0.25092271343462236, 0, 0, 0]","[(0.47959183673469385, 0.13793103448275862), (0.8877551020408163, 0.46551724137931033), (0, 0), (0, 0), (0, 0)]","[0.4370492578707716, 0.568234620606988, 0, 0, 0]",img_108.png,1
"[(0.463855421686747, 0.40425531914893614), (0, 0), (0, 0), (0, 0)]","[0.23635474696820089, 0, 0, 0]","[(0.5963855421686747, 0.1773049645390071), (0.8493975903614458, 0.6950354609929078), (0, 0), (0, 0), (0, 0)]","[0.3994747484200879, 0.5178476603985294, 0, 0, 0]",img_502.png,1
"[(0.36363636363636365, 0.45255474452554745), (0, 0), (0, 0), (0, 0)]","[0.2274035379483727, 0, 0, 0]","[(0.35064935064935066, 0.1678832116788321), (0.8116883116883117, 0.4233576642335766), (0, 0), (0, 0), (0, 0)]","[0.39593081445975714, 0.5059141809897592, 0, 0, 0]",img_645.png,1
"[(0.3854748603351955, 0.43209876543209874), (0, 0), (0, 0), (0, 0)]","[0.22845528244314556, 0, 0, 0]","[(0.4581005586592179, 0.14814814814814814), (0.8770949720670391, 0.4074074074074074), (0, 0), (0, 0), (0, 0)]","[0.4127379045474486, 0.5553826234715555, 0, 0, 0]",img_1173.png,1
"[(0.416289592760181, 0.40641711229946526), (0, 0), (0, 0), (0, 0)]","[0.26462698846847027, 0, 0, 0]","[(0.5158371040723982, 0.11764705882352941), (0.8914027149321267, 0.5080213903743316), (0, 0), (0, 0), (0, 0)]","[0.44847911466069323, 0.5838068600376238, 0, 0, 0]",img_2294.png,1
"[(0.391304347826087, 0.46496815286624205), (0, 0), (0, 0), (0, 0)]","[0.2442132322945739, 0, 0, 0]","[(0.34782608695652173, 0.15286624203821655), (0.8385093167701864, 0.2356687898089172), (0, 0), (0, 0), (0, 0)]","[0.43465646303058864, 0.5819783787224193, 0, 0, 0]",img_1094.png,1
"[(0.36666666666666664, 0.42011834319526625), (0, 0), (0, 0), (0, 0)]","[0.1924153602796326, 0, 0, 0]","[(0.4111111111111111, 0.14201183431952663), (0.85, 0.3668639053254438), (0, 0), (0, 0), (0, 0)]","[0.36271134757736767, 0.523852413715719, 0, 0, 0]",img_1870.png,1
"[(0.4065934065934066, 0.4267515923566879), (0, 0), (0, 0), (0, 0)]","[0.22635150976224494, 0, 0, 0]","[(0.5054945054945055, 0.1592356687898089), (0.8571428571428571, 0.5031847133757962), (0, 0), (0, 0), (0, 0)]","[0.4016478959438651, 0.5307761263937045, 0, 0, 0]",img_1040.png,1
"[(0.3732394366197183, 0.4461538461538462), (0, 0), (0, 0), (0, 0)]","[0.20050120664411408, 0, 0, 0]","[(0.4084507042253521, 0.18461538461538463), (0.8169014084507042, 0.4461538461538462), (0, 0), (0, 0), (0, 0)]","[0.3676202044508483, 0.4748419255984724, 0, 0, 0]",img_846.png,1
"[(0.515527950310559, 0.3973509933774834), (0, 0), (0, 0), (0, 0)]","[0.3179366278923007, 0, 0, 0]","[(0.5900621118012422, 0.09933774834437085), (0.9875776397515528, 0.37748344370860926), (0, 0), (0, 0), (0, 0)]","[0.5066367142554096, 0.6251636623285381, 0, 0, 0]",img_1855.png,1
"[(0.4473684210526316, 0.3875), (0, 0), (0, 0), (0, 0)]","[0.24322255717277977, 0, 0, 0]","[(0.5894736842105263, 0.1625), (0.8789473684210526, 0.6125), (0, 0), (0, 0), (0, 0)]","[0.41144485895573185, 0.5533162143505367, 0, 0, 0]",img_2111.png,1
"[(0.4228855721393035, 0.4101123595505618), (0, 0), (0, 0), (0, 0)]","[0.2646812869699212, 0, 0, 0]","[(0.5074626865671642, 0.11797752808988764), (0.8855721393034826, 0.5449438202247191), (0, 0), (0, 0), (0, 0)]","[0.4499350642535078, 0.5567596178866742, 0, 0, 0]",img_2946.png,1
